event,signal,date,second,milisecond,tweek signs,f_signs [kHz],f_min<2kHz
51,5,20150914_130712,55,624,,,
51,6,20150914_130712,55,590,,,
51,7,20150914_130712,55,510,,,
51,8,20150914_130712,55,438,,,
51,9,20150914_130712,55,44,,,
51,10,20150914_130712,55,51,,,
51,11,20150914_130712,55,115,,,
51,12,20150914_130712,55,157,,,
51,13,20150914_130712,55,426,,,
51,14,20150914_130712,55,462,,,
52,1,20170714_160825,90,918,,,
52,2,20170714_160825,90,982,,,
53,1,20180615_195005,19,140,,,
53,2,20180615_195005,19,264,,,
53,3,20180615_195005,19,321,,,
53,4,20180615_195005,19,336,,,
53,5,20180615_195005,19,381,,,
53,6,20180615_195005,19,487,,,
53,7,20180615_195005,19,506,,,
53,8,20180615_195005,19,547,,,
53,9,20180615_195005,19,658,2,,
53,10,20180615_195005,19,838,,,
53,11,20180615_195005,19,899,,,
54,1,20150914_130211,3,154,,,
54,2,20150914_130211,3,191,,,
54,3,20150914_130211,3,20,,,
54,4,20150914_130211,3,206,,,
54,5,20150914_130211,3,214,,,
54,6,20150914_130211,3,225,,,
54,7,20150914_130211,3,249,,,
54,8,20150914_130211,3,368,1,,
54,9,20150914_130211,3,477,,,
54,10,20150914_130211,3,585,,,
54,11,20150914_130211,3,642,,,
54,12,20150914_130211,3,704,,,
54,13,20150914_130211,3,738,,,
54,14,20150914_130211,3,883,,,
54,15,20150914_130211,3,930,,,
55,1,20150902_230432,38,376,5,,
55,2,20150902_230432,38,559,4,,
55,3,20150902_230432,38,609,,,
55,4,20150902_230432,38,632,,,
55,5,20150902_230432,38,673,,,
55,6,20150902_230432,38,739,,,
55,7,20150902_230432,38,328,,,
55,8,20150902_230432,38,868,,,
56,1,20170715_122418,66,467,,,
57,1,20170702_170622,72,518,1,,
58,1,20180629_163355,44,51,,,
58,2,20180629_163355,44,105,,,
58,3,20180629_163355,44,112,,,
58,4,20180629_163355,44,463,,,
58,5,20180629_163355,44,262,,,
58,6,20180629_163355,44,488,,,
58,7,20180629_163355,44,538,,,
58,8,20180629_163355,44,632,,,
58,9,20180629_163355,44,617,,,
58,10,20180629_163355,44,759,,,
59,1,20160802_155938,31,121,,,
59,2,20160802_155938,31,226,,,
59,3,20160802_155938,31,147,,,
59,4,20160802_155938,31,844,,,
60,1,20150902_232933,85,114,2,,
60,2,20150902_232933,85,48,,,
60,3,20150902_232933,85,42,,,
60,4,20150902_232933,85,152,,,
60,5,20150902_232933,85,217,,,
60,6,20150902_232933,85,280,,,
60,7,20150902_232933,85,409,,,
60,8,20150902_232933,85,513,,,
60,9,20150902_232933,85,500,,,
60,10,20150902_232933,85,560,2,,
60,11,20150902_232933,85,585,,,
60,12,20150902_232933,85,593,,,
60,13,20150902_232933,85,601,,,
60,14,20150902_232933,85,650,,,
60,15,20150902_232933,85,739,,,
60,16,20150902_232933,85,746,,,
60,17,20150902_232933,85,805,,,
60,18,20150902_232933,85,759,6,,
60,19,20150902_232933,85,814,,,
61,1,20150915_190334,77,191,,,
61,2,20150915_190334,77,660,,,
61,3,20150915_190334,77,836,,,
61,4,20150915_190334,77,904,,,
61,5,20150915_190334,77,973,,,
61,6,20150915_190334,77,940,,,
61,7,20150915_190334,77,954,,,
62,1,20170714_153824,124,343,2,,
62,2,20170714_153824,124,436,,,
62,3,20170714_153824,124,587,,,
62,4,20170714_153824,124,779,,,
62,5,20170714_153824,124,479,,,
63,1,20180629_154853,89,207,,,
63,2,20180629_154853,89,368,,,
63,3,20180629_154853,89,412,,,
63,4,20180629_154853,89,444,,,
63,5,20180629_154853,89,974,,,
64,1,20160802_165440,79,154,,,
64,2,20160802_165440,79,30,,,
65,1,20150914_132212,52,644,,,
65,2,20150914_132212,52,415,,,
65,3,20150914_132212,52,782,,,
65,4,20150914_132212,52,829,,,
65,5,20150914_132212,52,683,,,
66,1,20170702_162120,91,194,,,
66,2,20170702_162120,91,538,,,
66,3,20170702_162120,91,379,,,
67,1,20170714_160825,90,918,,,
67,2,20170714_160825,90,982,,,
68,1,20170715_124919,126,716,,,
68,2,20170715_124919,126,693,,,
69,1,20180629_162855,8,209,,,
69,2,20180629_162855,8,964,,,
69,3,20180629_162855,8,907,,,
69,4,20180629_162855,8,900,,,
69,5,20180629_162855,8,879,,,
69,6,20180629_162855,8,855,,,
69,7,20180629_162855,8,778,,,
69,8,20180629_162855,8,754,,,
69,9,20180629_162855,8,740,,,
69,10,20180629_162855,8,580,,,
69,11,20180629_162855,8,791,,,
69,12,20180629_162855,8,920,,,
70,1,20180615_203507,55,930,3,,
70,2,20180615_203507,55,182,2,,
70,3,20180615_203507,55,284,,,
70,4,20180615_203507,55,261,,,
70,5,20180615_203507,55,312,,,
70,6,20180615_203507,55,243,3,,
70,7,20180615_203507,55,367,3,,
70,8,20180615_203507,55,985,,,
71,1,20160814_145725,121,308,,,
71,2,20160814_145725,121,470,,,
71,3,20160814_145725,121,327,,,
72,1,20180602_211229,105,215,,,
72,2,20180602_211229,105,232,,,
72,3,20180602_211229,105,917,3,,
72,4,20180602_211229,105,937,3,,
72,5,20180602_211229,105,955,3,,
72,6,20180602_211229,105,994,,,
73,1,20160814_153226,105,510,,,
73,2,20160814_153226,105,745,,,
74,1,20150915_184833,117,38,,,
74,2,20150915_184833,117,82,,,
74,3,20150915_184833,117,179,,,
74,4,20150915_184833,117,405,,,
74,5,20150915_184833,117,365,,,
74,6,20150915_184833,117,470,,,
74,7,20150915_184833,117,514,1,,
74,8,20150915_184833,117,561,,,
74,9,20150915_184833,117,627,,,
74,10,20150915_184833,117,669,,,
74,11,20150915_184833,117,692,,,
74,12,20150915_184833,117,704,,,
74,13,20150915_184833,117,799,,,
75,1,20170730_172907,61,6,2,,
75,2,20170730_172907,61,17,3,,
75,3,20170730_172907,61,28,,,
75,4,20170730_172907,61,79,,,
75,5,20170730_172907,61,96,,,
75,6,20170730_172907,61,111,,,
75,7,20170730_172907,61,128,,,
75,8,20170730_172907,61,164,,,
75,9,20170730_172907,61,174,2,,
75,10,20170730_172907,61,245,,,
75,11,20170730_172907,61,406,,,
75,12,20170730_172907,61,432,,,
75,13,20170730_172907,61,462,,,
75,14,20170730_172907,61,471,,,
75,15,20170730_172907,61,485,,,
75,16,20170730_172907,61,712,,,
75,17,20170730_172907,61,827,,,
75,18,20170730_172907,61,938,,,
75,19,20170730_172907,61,984,,,
76,1,20160830_190459,102,529,,,
76,2,20160830_190459,102,765,,,
76,3,20160830_190459,102,780,,,
76,4,20160830_190459,102,76,,,
76,5,20160830_190459,102,124,1,,
77,1,20150902_232933,68,46,,,
77,2,20150902_232933,68,119,,,
77,3,20150902_232933,68,193,,,
77,4,20150902_232933,68,257,,,
77,5,20150902_232933,68,346,9,,
77,6,20150902_232933,68,288,,,
77,7,20150902_232933,68,739,,,
77,8,20150902_232933,68,981,,,
77,9,20150902_232933,68,602,,,
77,10,20150902_232933,68,494,,,
77,11,20150902_232933,68,575,,,
77,12,20150902_232933,68,552,,,
77,13,20150902_232933,68,877,,,
77,14,20150902_232933,68,426,,,
77,15,20150902_232933,68,461,,,
78,1,20170702_163621,49,228,,,
78,2,20170702_163621,49,302,,,
78,3,20170702_163621,49,284,,,
78,4,20170702_163621,49,376,,,
78,5,20170702_163621,49,265,,,
79,1,20150902_231933,105,181,,,
79,2,20150902_231933,105,312,,,
79,3,20150902_231933,105,408,,,
79,4,20150902_231933,105,416,,,
79,5,20150902_231933,105,426,,,
79,6,20150902_231933,105,474,,,
79,7,20150902_231933,105,496,,,
79,8,20150902_231933,105,515,,,
79,9,20150902_231933,105,574,,,
79,10,20150902_231933,105,591,,,
79,11,20150902_231933,105,213,3,,
79,12,20150902_231933,105,229,2,,
79,13,20150902_231933,105,273,,,
79,14,20150902_231933,105,240,,,
80,1,20170730_164905,86,117,,,
80,2,20170730_164905,86,419,,,
80,3,20170730_164905,86,480,,,
80,4,20170730_164905,86,539,,,
80,5,20170730_164905,86,769,,,
80,6,20170730_164905,86,637,,,
80,7,20170730_164905,86,110,,,
80,8,20170730_164905,86,876,,,
81,1,20180629_162855,8,778,,,
81,2,20180629_162855,8,879,,,
81,3,20180629_162855,8,855,,,
81,4,20180629_162855,8,900,,,
81,5,20180629_162855,8,907,,,
81,6,20180629_162855,8,754,,,
81,7,20180629_162855,8,740,,,
81,8,20180629_162855,8,790,,,
81,9,20180629_162855,8,208,,,
82,1,20160802_163940,143,440,,,
82,2,20160802_163940,143,963,,,
83,1,20170730_171907,111,19,,,
83,2,20170730_171907,111,38,,,
83,3,20170730_171907,111,48,,,
83,4,20170730_171907,111,62,,,
83,5,20170730_171907,111,110,,,
83,6,20170730_171907,111,121,,,
83,7,20170730_171907,111,130,,,
83,8,20170730_171907,111,187,,,
83,9,20170730_171907,111,223,,,
83,10,20170730_171907,111,389,,,
83,11,20170730_171907,111,408,,,
83,12,20170730_171907,111,601,,,
83,13,20170730_171907,111,648,,,
83,14,20170730_171907,111,653,,,
83,15,20170730_171907,111,725,,,
83,16,20170730_171907,111,750,,,
83,17,20170730_171907,111,784,,,
83,18,20170730_171907,111,812,,,
83,19,20170730_171907,111,841,,,
83,20,20170730_171907,111,923,,,
83,21,20170730_171907,111,935,,,
83,22,20170730_171907,111,945,,,
83,23,20170730_171907,111,145,1,,
84,1,20150915_190834,140,426,,,
84,2,20150915_190834,140,478,,,
84,3,20150915_190834,140,517,,,
84,4,20150915_190834,140,559,,,
84,5,20150915_190834,140,584,,,
84,6,20150915_190834,140,662,,,
84,7,20150915_190834,140,786,,,
84,8,20150915_190834,140,849,,,
84,9,20150915_190834,140,864,,,
84,10,20150915_190834,140,878,,,
85,1,20160814_151726,69,590,,,
85,2,20160814_151726,69,751,,,
85,3,20160814_151726,69,849,2,,
85,4,20160814_151726,69,955,,,
86,1,20170714_160325,119,801,,,
86,2,20170714_160325,119,322,,,
86,3,20170714_160325,119,251,,,
86,4,20170714_160325,119,80,,,
86,5,20170714_160325,119,530,,,
87,1,20170714_153824,134,596,,,
87,2,20170714_153824,134,678,,,
87,3,20170714_153824,134,710,,,
88,1,20180602_203728,22,719,4,,
88,2,20180602_203728,22,752,3,,
88,3,20180602_203728,22,793,2,,
88,4,20180602_203728,22,813,2,,
88,5,20180602_203728,22,846,2,,
88,6,20180602_203728,22,575,,,
88,7,20180602_203728,22,566,,,
88,8,20180602_203728,22,410,,,
88,9,20180602_203728,22,297,,,
89,1,20160830_193000,2,103,,,
89,2,20160830_193000,2,566,2,,
89,3,20160830_193000,2,590,,,
89,4,20160830_193000,2,713,,,
89,5,20160830_193000,2,774,1,,
89,6,20160830_193000,2,814,2,,
89,7,20160830_193000,2,866,2,,
89,8,20160830_193000,2,900,,,
89,9,20160830_193000,2,973,,,
90,1,20170702_164121,104,471,,,
91,1,20170714_152824,76,519,,,
91,2,20170714_152824,76,872,,,
91,3,20170714_152824,76,942,,,
91,4,20170714_152824,76,965,,,
91,5,20170714_152824,76,950,,,
92,1,20150915_190334,120,23,,,
92,2,20150915_190334,120,320,,,
92,3,20150915_190334,120,437,,,
93,1,20170702_161620,125,888,,,
93,2,20170702_161620,125,899,,,
94,1,20170702_161620,3,166,,,
95,1,20180602_205229,14,925,,,
95,2,20180602_205229,14,223,,,
95,3,20180602_205229,14,175,3,,
96,1,20180602_203228,90,163,,,
96,2,20180602_203228,90,204,,,
96,3,20180602_203228,90,215,,,
96,4,20180602_203228,90,279,,,
96,5,20180602_203228,90,640,,,
96,6,20180602_203228,90,87,2,,
96,7,20180602_203228,90,693,,,
97,1,20150927_141634,121,58,,,
97,2,20150927_141634,121,88,,,
97,3,20150927_141634,121,129,,,
97,4,20150927_141634,121,162,,,
97,5,20150927_141634,121,137,,,
97,6,20150927_141634,121,249,,,
97,7,20150927_141634,121,280,,,
97,8,20150927_141634,121,541,,,
97,9,20150927_141634,121,605,,,
97,10,20150927_141634,121,662,,,
97,11,20150927_141634,121,750,,,
97,12,20150927_141634,121,862,,,
97,13,20150927_141634,121,952,,,
97,14,20150927_141634,121,969,,,
98,1,20180629_160854,48,845,,,
98,2,20180629_160854,48,796,,,
98,3,20180629_160854,48,863,,,
98,4,20180629_160854,48,753,,,
98,5,20180629_160854,48,290,,,
98,6,20180629_160854,48,156,,,
98,7,20180629_160854,48,775,,,
99,1,20180602_204728,146,845,,,
99,2,20180602_204728,146,894,,,
99,3,20180602_204728,146,170,,,
99,4,20180602_204728,146,351,,,
100,1,20170715_121917,45,247,,,
101,1,20160802_161439,55,522,,,
101,2,20160802_161439,55,990,,,
101,3,20160802_161439,55,340,,,
101,4,20160802_161439,55,157,,,
101,5,20160802_161439,55,449,,,
101,6,20160802_161439,55,872,,,
101,7,20160802_161439,55,70,,,
101,8,20160802_161439,55,390,,,
102,1,20150927_134633,90,91,,,
102,2,20150927_134633,90,637,,,
102,3,20150927_134633,90,129,,,
102,4,20150927_134633,90,657,,,
102,5,20150927_134633,90,426,,,
102,6,20150927_134633,90,675,,,
103,1,20180629_160354,24,101,,,
103,2,20180629_160354,24,75,,,
103,3,20180629_160354,24,59,,,
103,4,20180629_160354,24,49,,,
103,5,20180629_160354,24,979,,,
103,6,20180629_160354,24,571,,,
103,7,20180629_160354,24,525,,,
